"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AT PRESENT","BLOCK","LOT","EASEMENT","BUILDING CLASS AT PRESENT","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE"
"2","BATHGATE","07 RENTALS - WALKUP APARTMENTS","2","3032","1","","C7","401-405 EAST 187TH STREET","","10458","16","4","20","3,717","17,869","1910","2","C7","0","11/1/2022"
"2","BATHGATE","07 RENTALS - WALKUP APARTMENTS","2A","3036","53","","C3","2037 WASHINGTON AVENUE","","10457","4","0","4","7,250","4,187","1899","2","C3","25,000","4/13/2023"
"2","BATHGATE","07 RENTALS - WALKUP APARTMENTS","2","3048","55","","C1","N/A EAST 181 STREET","","10457","28","0","28","4,681","16,377","2021","2","C1","2,194,364","2/16/2023"
"2","BATHGATE","10 COOPS - ELEVATOR APARTMENTS","2","3035","48","","D4","463 EAST 178TH STREET, 2F","","10457","","","","","","1935","2","D4","70,000","1/10/2023"
"2","BATHGATE","10 COOPS - ELEVATOR APARTMENTS","2","3035","48","","D4","463 EAST 178TH STREET, 5B","","10457","","","","","","1935","2","D4","80,000","12/13/2022"
"2","BATHGATE","10 COOPS - ELEVATOR APARTMENTS","2","3035","48","","D4","463 EAST 178TH STREET, 6B","","10457","","","","","","1935","2","D4","55,000","9/14/2023"
"2","BATHGATE","10 COOPS - ELEVATOR APARTMENTS","2","3044","40","","D4","495 EAST 178TH STREET, 4B","","10457","","","","","","1941","2","D4","115,000","11/14/2022"
"2","BATHGATE","21 OFFICE BUILDINGS","4","2900","15","","O7","1842-48 WEBSTER AVENUE","","10457","0","1","1","6,162","12,000","1923","4","O7","0","11/11/2022"
"2","BATHGATE","27 FACTORIES","4","2916","2","","F1","1745 BATHGATE AVENUE","","10457","0","1","1","89,700","57,825","1981","4","F1","10","3/29/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","2897","136","","G7","405 CLAREMONT PARKWAY","","10457","0","0","0","3,647","0","","4","G7","0","12/22/2022"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","2905","18","","G2","3960 PARK AVENUE","","10457","0","1","1","5,019","5,000","1925","4","G2","0","2/16/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3037","5","","G7","4390 PARK AVENUE","","10457","0","0","0","2,275","0","","4","G7","475,000","10/20/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3037","50","","G7","4448 PARK AVENUE","","10457","0","0","0","7,050","0","","4","G7","0","6/19/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3044","73","","G2","4309 3 AVENUE","","10457","0","1","1","8,288","16,380","1931","4","G2","4,300,000","9/14/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3048","14","","G7","2176 BATHGATE AVENUE","","10457","0","0","0","5,530","0","","4","G7","1,350,000","7/11/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3050","69","","G9","502 EAST 183 STREET","","10458","0","4","4","4,027","2,400","1901","4","G9","575,000","4/27/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3053","18","","G7","2299 BATHGATE AVENUE","","10458","0","0","0","1,127","0","","4","G7","950,000","10/18/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3053","19","","G7","2297 BATHGATE AVENUE","","10458","0","0","0","1,133","0","","4","G7","950,000","10/18/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3053","20","","G7","2295 BATHGATE AVENUE","","10458","0","0","0","1,073","0","","4","G7","950,000","10/18/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3053","21","","G7","2293 BATHGATE AVENUE","","10458","0","0","0","1,127","0","","4","G7","950,000","10/18/2023"
"2","BATHGATE","29 COMMERCIAL GARAGES","4","3053","85","","G7","2360 WASHINGTON AVENUE","","10458","0","0","0","1,920","0","","4","G7","0","12/19/2022"
"2","BATHGATE","30 WAREHOUSES","4","2899","34","","E1","407 EAST 174 STREET","","10457","0","1","1","3,439","3,320","1955","4","E1","985,000","6/14/2023"
"2","BATHGATE","30 WAREHOUSES","4","2899","58","","E7","4077 PARK AVENUE","","10457","0","7","7","9,180","48,000","1931","4","E7","0","12/1/2022"
"2","BATHGATE","30 WAREHOUSES","4","3027","35","","E1","4239 PARK AVENUE","","10457","0","1","1","3,242","2,250","1910","4","E1","0","5/3/2023"
"2","BATHGATE","30 WAREHOUSES","4","3037","52","","E9","4452 PARK AVENUE","","10457","0","1","1","3,525","3,525","1931","4","E9","0","6/19/2023"
"2","BATHGATE","30 WAREHOUSES","4","3038","45","","E1","449 E 182ND STREET","","10457","0","1","1","9,942","9,800","1989","4","E1","2,100,000","5/11/2023"
"2","BATHGATE","31 COMMERCIAL VACANT LAND","4","3048","54","","V1","4409 3RD AVENUE","","10457","0","0","0","3,150","0","","4","V1","1,765,956","2/16/2023"
"2","BATHGATE","38 ASYLUMS AND HOMES","4","2897","132","","N9","415 CLAREMONT PARKWAY","","10457","18","0","18","4,657","19,600","1904","4","N9","0","12/22/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4706","32","","A2","3540 LACONIA AVENUE","","10469","1","0","1","2,500","1,052","1935","1","A2","355,000","9/27/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4707","61","","A5","1112 EAST 213TH ST","","10469","1","0","1","1,735","1,512","1950","1","A5","590,000","2/10/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4709","31","","A5","1113 EAST 214TH STREET","","10469","1","0","1","1,710","1,890","1945","1","A5","0","5/12/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4710","8","","A5","1115 EAST 215 STREET","","10469","1","0","1","1,710","1,798","1945","1","A5","550,000","7/28/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4715","62","","A9","1120 E. 221ST STREET","","10469","1","0","1","1,746","1,690","1950","1","A9","670,000","4/20/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4719","51","","A9","1429 HICKS STREET","","10469","1","0","1","1,710","1,690","1960","1","A9","634,999","11/22/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4729","58","","A5","3411 GUNTHER AVENUE","","10469","1","0","1","1,710","1,714","1950","1","A5","0","11/15/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4734","47","","A5","3306 BOUCK AVENUE","","10469","1","0","1","2,000","2,230","1950","1","A5","0","4/26/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4734","77","","A5","1286 GIVAN AVE","","10469","1","0","1","1,904","1,280","1955","1","A5","553,000","6/12/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4734","188","","A5","3227 WILSON AVE","","10469","1","0","1","2,000","1,960","1940","1","A5","629,000","12/22/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4738","51","","A5","3336 FENTON AVENUE","","10469","1","0","1","2,208","1,476","1940","1","A5","10","6/24/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4740","40","","A5","3224 FISH AVENUE","","10469","1","0","1","2,500","1,736","1935","1","A5","579,380","12/23/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4742","50","","A5","3246 FENTON AVENUE","","10469","1","0","1","2,050","1,340","1920","1","A5","475,000","4/10/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4742","51","","A5","3248 FENTON AVENUE","","10469","1","0","1","2,050","1,320","1920","1","A5","0","1/6/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4743","24","","A5","3329 EASTCHESTER ROAD","","10469","1","0","1","1,800","1,420","1950","1","A5","0","4/25/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4743","29","","A5","3309 EASTCHESTER ROAD","","10469","1","0","1","1,800","1,782","1950","1","A5","648,000","7/5/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4743","121","","A5","3339 EASTCHESTER ROAD","","10469","1","0","1","1,800","1,620","1950","1","A5","489,999","8/3/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4744","43","","A5","3324 EASTCHESTER ROAD","","10469","1","0","1","2,300","1,360","1960","1","A5","365,000","2/22/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4744","43","","A5","3324 EASTCHESTER ROAD","","10469","1","0","1","2,300","1,360","1960","1","A5","636,000","6/9/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4745","7","","A5","3347 KINGSLAND AVENUE","","10469","1","0","1","1,710","1,863","1950","1","A5","675,000","12/30/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4745","43","","A5","3316 MICKLE AVENUE","","10469","1","0","1","1,520","1,432","1970","1","A5","443,949","11/18/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4745","59","","A1","3348 MICKLE AVENUE","","10469","1","0","1","1,916","1,071","1920","1","A1","560,000","2/15/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4748","66","","A1","1614 GIVAN AVENUE","","10469","1","0","1","2,599","1,200","1935","1","A1","0","5/2/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4749","47","","A1","3314 KINGSLAND AVENUE","","10469","1","0","1","3,325","1,472","1935","1","A1","430,000","1/11/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4750","33","","A5","3309 GUNTHER AVENUE","","10469","1","0","1","1,710","1,539","1950","1","A5","0","8/9/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4750","64","","A5","3350 TIEMANN AVENUE","","10469","1","0","1","1,710","1,782","1950","1","A5","0","10/5/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4751","46","","A5","3308 GUNTHER AVENUE","","10469","1","0","1","1,710","1,188","1955","1","A5","10","2/21/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4756","35","","A5","1837 BURKE AVENUE","","10469","1","0","1","1,120","992","1963","1","A5","355,000","12/8/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4761","3","","A2","1 FOX TERRACE","","10469","1","0","1","1,042","852","1935","1","A2","0","6/27/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4761","3","","A2","1 FOX TERRACE","","10469","1","0","1","1,042","852","1935","1","A2","360,000","3/22/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4762","59","","S1","1463 KNAPP STREET","","10469","1","1","2","3,577","1,544","1920","1","S1","500,000","1/10/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4764","43","","A2","3112 MICKLE AVE","","10469","1","0","1","4,750","1,180","1899","1","A2","400,000","4/7/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4768","51","","A1","3026 KINGSLAND AVENUE","","10469","1","0","1","3,555","1,798","1915","1","A1","450,000","11/29/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4768","52","","A1","3028 KINGSLAND AVENUE","","10469","1","0","1","2,375","1,224","1910","1","A1","125,000","4/10/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4774","30","","A1","3003 WICKHAM AVENUE","","10469","1","0","1","1,710","1,690","1950","1","A1","618,500","12/21/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4774","120","","A5","3027 WICKHAM AVENUE","","10469","1","0","1","2,660","1,690","1950","1","A5","661,000","5/25/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4775","31","","A5","3001 BRUNER AVENUE","","10469","1","0","1","1,768","1,384","1955","1","A5","590,000","8/30/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4775","50","","A1","3042 WICKHAM AVENUE","","10469","1","0","1","3,555","1,610","1930","1","A1","640,000","11/1/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4778","13","","A2","3127 EDSON AVE","","10469","1","0","1","3,642","1,268","1950","1","A2","300,000","11/30/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4778","34","","A2","3108 GRACE","","10469","1","0","1","3,650","1,268","1950","1","A2","394,250","6/7/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4778","34","","A2","3108 GRACE AVENUE","","10469","1","0","1","3,650","1,268","1950","1","A2","740,000","10/10/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4780","14","","A5","3033 GRACE AVENUE","","10469","1","0","1","2,653","1,368","1960","1","A5","590,000","2/7/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4780","19","","A5","3021 GRACE","","10469","1","0","1","2,653","1,260","1960","1","A5","645,000","8/7/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4780","19","","A5","3021 GRACE AVENUE","","10469","1","0","1","2,653","1,260","1960","1","A5","300,000","3/9/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4780","42","","A5","3014 ELY AVENUE","","10469","1","0","1","2,651","1,260","1960","1","A5","10","12/12/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4781","25","","A5","3035 EDSON AVENUE","","10469","1","0","1","1,710","1,674","1955","1","A5","530,000","10/13/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4781","34","","A5","3017 EDSON AVENUE","","10469","1","0","1","1,692","1,674","1955","1","A5","0","9/5/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4781","57","","A5","3028 GRACE AVENUE","","10469","1","0","1","1,895","1,920","1955","1","A5","630,000","4/28/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4781","70","","A5","3050 GRACE AVENUE","","10469","1","0","1","1,737","1,116","1955","1","A5","105,000","4/21/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4784","8","","A5","2947 KINGSLAND AVENUE","","10469","1","0","1","1,692","1,534","1960","1","A5","513,000","3/1/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4784","21","","A1","2929 KINGSLAND AVENUE","","10469","1","0","1","3,555","1,425","1933","1","A1","635,000","11/2/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4787","47","","A1","2808 KINGSLAND AVENUE","","10469","1","0","1","3,555","1,132","1930","1","A1","0","12/19/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4787","54","","A2","2818 KINGSLAND AVENUE","","10469","1","0","1","3,555","1,045","1930","1","A2","0","6/14/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4793","15","","A2","2839 WICKHAM AVENUE","","10469","1","0","1","3,555","740","1925","1","A2","0","3/22/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4793","50","","A5","2840 GUNTHER AVENUE","","10469","1","0","1","2,375","1,280","1950","1","A5","0","6/16/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4794","53","","A2","2848 WICKHAM AVENUE","","10469","1","0","1","2,375","1,117","1935","1","A2","410,000","9/18/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4881","132","","A2","3355 EDSON AVENUE","","10469","1","0","1","1,064","1,470","1925","1","A2","0","6/21/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4882","132","","A5","3386 ELY AVENUE","","10469","1","0","1","1,615","1,360","1901","1","A5","510,000","7/11/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4884","18","","A1","3457 ELY AVENUE","","10469","1","0","1","2,375","844","1930","1","A1","605,000","6/30/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4884","33","","A1","3403 ELY AVENUE","","10469","1","0","1","2,660","828","1930","1","A1","505,000","9/1/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4888","18","","A5","1302 E 223RD ST","","10466","1","0","1","1,600","960","1950","1","A5","5,300","6/15/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4893","21","","A9","1950 NEEDHAM AVENUE","","10466","1","0","1","3,108","1,452","1925","1","A9","0","6/26/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4893","27","","A1","3545 EDSON AVENUE","","10466","1","0","1","5,600","2,264","1920","1","A1","780,000","3/8/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4897","10","","A5","1263 EAST 222 STREET","","10469","1","0","1","1,800","1,690","1950","1","A5","0","6/14/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4898","145","","A5","1814 SCHIEFFELIN AVENUE","","10466","1","0","1","1,800","1,674","1955","1","A5","377,400","6/15/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4902","4","","A5","1183 EAST 223 STREET","","10466","1","0","1","2,025","1,280","1950","1","A5","0","8/24/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4905","31","","A1","1286 EAST 229 STREET","","10466","1","0","1","3,150","1,856","1965","1","A1","585,000","5/16/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4934","20","","A5","1157 GRENADA PLACE","","10466","1","0","1","1,962","1,188","1940","1","A5","310,000","4/24/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4934","20","","A5","1157 GRENADA PLACE","","10466","1","0","1","1,962","1,188","1940","1","A5","615,000","8/15/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4934","21","","A5","1155 GRENADA PLACE","","10466","1","0","1","1,926","1,188","1940","1","A5","555,000","4/24/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4939","17","","A5","3871 AMUNDSON AVENUE","","10466","1","0","1","1,800","1,701","1957","1","A5","550,000","2/8/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4940","32","","A1","3795 PRATT AVE","","10466","1","0","1","2,442","1,408","1960","1","A1","0","1/6/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4944","48","","A1","3704 SECOR AVENUE","","10466","1","0","1","3,464","1,108","1925","1","A1","0","5/8/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4945","38","","A1","3705 HARPER AVENUE","","10466","1","0","1","2,500","1,084","1930","1","A1","0","6/21/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4945","82","","A1","1468 EAST 233 STREET","","10466","1","0","1","2,289","1,788","1925","1","A1","380,000","2/2/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4945","82","","A1","1468 EAST 233RD","","10466","1","0","1","2,289","1,788","1925","1","A1","660,000","8/18/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4946","41","","B3","2179 LIGHT STREET","","10466","1","0","1","3,500","2,616","1930","1","A2","1,120,000","6/2/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4951","71","","A1","3716 ROMBOUTS AVE","","10466","1","0","1","2,500","1,217","1925","1","A1","550,000","8/2/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4952","43","","A1","2288 LIGHT STREET","","10466","1","0","1","3,000","1,246","1925","1","A1","472,500","5/10/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4957","27","","A5","3946 WILDER AVENUE","","10466","1","0","1","1,900","1,690","1959","1","A5","0","1/4/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4957","28","","A5","3948 WILDER AVENUE","","10466","1","0","1","1,900","1,690","1959","1","A5","503,990","11/1/2022"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4958","72","","A5","1341 EAST 233 STREET","","10466","1","0","1","1,659","1,152","1959","1","A5","540,000","3/17/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4958","77","","A5","1331 EAST 233 STREET","","10466","1","0","1","1,692","1,728","1960","1","A5","490,000","8/17/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4960","54","","A2","3957 SETON AVENUE","","10466","1","0","1","3,750","1,356","1930","1","A2","540,000","6/29/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4964","28","","A1","3924 PRATT AVENUE","","10466","1","0","1","2,808","1,938","1925","1","A1","580,000","4/17/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4970","3","","A2","4039 ROMBOUTS AVENUE","","10466","1","0","1","3,220","1,286","1945","1","A2","955,000","5/3/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4970","6","","A1","4031 ROMBOUTS AVENUE","","10466","1","0","1","2,760","1,056","1925","1","A1","540,000","4/3/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4971","16","","A2","3966 ROMBOUTS AVENUE","","10466","1","0","1","2,076","1,114","1932","1","A2","437,000","4/27/2023"
"2","BAYCHESTER","01 ONE FAMILY DWELLINGS","1","4977","40","","A1","4061 BRUNER AVENUE","","10466","1","0","1","2,500","1,148","1930","1","A1","350,000","2/2/2023"
